,LotArea,MiscVal,2ndFlrSF,BsmtFinSF1,PoolArea,BsmtFinSF2,MasVnrArea,BsmtUnfSF,LowQualFinSF,GrLivArea,TotalBsmtSF,Unnamed: 0,Unnamed: 0.1,3SsnPorch,Id,ScreenPorch,WoodDeckSF,1stFlrSF,EnclosedPorch,GarageArea,OpenPorchSF,MSSubClass,LotFrontage,Condition2_RRAn,ExterCond_Po,SaleType_Con,SaleCondition_Alloca,Condition2_PosN,BsmtCond_Po,SaleType_New,NeighborhoodNridgHt,SaleCondition_Partial,LotShape_IR3,Heating_Wall,Foundation_Stone,Foundation_Slab,Exterior2ndCmentBd,Heating_Grav,Exterior1stCemntBd,HouseStyle_2.5Fin,NeighborhoodSomerst,MSZoning_FV,RoofMatl_WdShngl,SaleType_Oth,MasVnrType_Stone,GarageType_BuiltIn,RoofStyle_Gambrel,Condition2_RRNn,LandContour_HLS,GarageQual_Gd,BsmtExposure_Gd,KitchenQual_Fa,Exterior1stStucco,Exterior2ndStucco,Electrical_FuseP,MoSold,Exterior2ndBrkFace,RoofMatl_Membran,Electrical_Mix,GarageType_CarPort,Condition1_PosN,NeighborhoodCollgCr,HouseStyle_1.5Unf,Condition1_RRAn,LotConfig_CulDSac,BsmtCond_Gd,ExterCond_Fa,LotConfig_FR3,Functional_Mod,LandSlope_Mod,ExterQual_Gd,LandSlope_Sev,BsmtExposure_Mn,SaleType_CWD,NeighborhoodGilbert,LotConfig_FR2,HeatingQC_Fa,LotShape_IR2,NeighborhoodSawyerW,BsmtQual_Fa,SalePrice
245,10400,0,0,929,0,0,102.0,916,0,1872,1845,245,245,0,246,0,197,1872,0,604,39,20,80.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241500
246,9142,0,1020,0,0,0,0.0,1020,0,1928,1020,246,246,0,247,0,0,908,112,440,60,190,69.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,137000
247,11310,0,0,0,0,0,0.0,1367,0,1375,1367,247,247,0,248,0,0,1375,0,451,30,20,75.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140000
248,11317,0,828,0,0,0,101.0,840,0,1668,840,248,248,0,249,0,144,840,0,500,68,60,72.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,180000
249,159000,500,700,697,0,0,472.0,747,0,2144,1444,249,249,0,250,0,0,1444,0,389,98,50,70.6246105919003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,277000
250,5350,450,0,0,0,0,0.0,728,0,1306,728,250,250,0,251,0,263,1306,0,0,0,30,55.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,76500
251,4750,0,0,1573,0,0,481.0,0,0,1625,1573,251,251,0,252,153,123,1625,0,538,0,120,44.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,235000
252,8366,0,842,0,0,0,0.0,798,0,1640,798,252,252,0,253,0,138,798,0,520,45,60,65.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,173000
253,9350,0,0,270,0,580,108.0,452,0,1302,1302,253,253,0,254,0,333,1302,0,309,0,80,85.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,158000
254,8400,0,0,922,0,0,0.0,392,0,1314,1314,254,254,0,255,0,250,1314,0,294,0,20,70.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145000
255,8738,0,1286,0,0,0,302.0,975,0,2291,975,255,255,0,256,0,192,1005,0,429,0,60,66.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,230000
256,8791,0,864,503,0,0,0.0,361,0,1728,864,256,256,0,257,0,216,864,0,673,56,60,64.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,207500
257,8814,0,0,1334,0,0,180.0,270,0,1604,1604,257,257,0,258,0,123,1604,0,660,110,20,68.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,220000
258,12435,0,829,361,0,0,172.0,602,0,1792,963,258,258,245,259,0,0,963,0,564,96,60,80.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,231500
259,12702,0,0,0,0,0,0.0,0,0,882,0,259,259,0,260,0,0,882,0,308,45,20,70.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97000
260,19296,0,0,672,0,690,399.0,0,0,1382,1362,260,260,0,261,0,0,1382,252,884,0,80,120.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176000
261,9588,0,1092,0,0,0,270.0,1482,0,2574,1482,261,261,0,262,0,0,1482,0,868,148,60,69.0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,276000
262,8471,0,0,506,0,0,46.0,0,0,1212,506,262,262,0,263,0,292,1212,0,492,12,80,88.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151000
263,5500,0,0,234,0,692,0.0,0,390,1316,926,263,263,0,264,0,0,926,0,484,0,50,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130000
264,5232,0,0,0,0,0,0.0,680,0,764,680,264,264,0,265,0,0,764,0,504,0,30,30.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,73000
265,12090,0,0,588,0,228,210.0,606,0,1422,1422,265,265,0,266,0,276,1422,0,576,0,20,78.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175500
266,11207,0,709,714,0,0,0.0,88,0,1511,802,266,266,0,267,0,95,802,0,413,75,60,70.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,185000
267,8400,0,720,378,0,0,0.0,342,420,2192,720,267,267,0,268,0,262,1052,0,240,24,75,60.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,179500
268,6900,0,0,403,0,125,0.0,212,0,778,740,268,268,0,269,0,0,778,0,924,25,30,71.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120500
269,7917,0,0,751,0,0,174.0,392,0,1113,1143,269,269,0,270,0,370,1113,0,504,30,20,62.54807692307693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148000
270,10728,0,844,0,0,0,0.0,1095,0,1939,1095,270,270,0,271,0,192,1095,0,1053,51,60,84.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,266000
271,39104,0,0,226,0,1063,0.0,96,0,1363,1385,271,271,0,272,0,81,1363,0,439,0,20,73.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,241500
272,11764,0,1106,524,0,0,348.0,628,0,2270,1152,272,272,0,273,0,132,1164,0,671,57,60,92.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,290000
273,9600,0,0,620,0,620,183.0,0,0,1632,1240,273,273,0,274,0,289,1632,0,338,0,20,80.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139000
274,8314,0,0,546,0,0,0.0,270,0,816,816,274,274,0,275,0,168,816,0,264,0,20,76.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124500
275,7264,0,596,0,0,0,0.0,952,0,1548,952,275,275,0,276,144,74,952,0,672,0,50,55.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,205000
276,9196,0,0,0,0,0,0.0,1560,0,1560,1560,276,276,0,277,0,100,1560,0,573,150,20,129.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,201000
277,19138,0,0,120,0,0,0.0,744,0,864,864,277,277,0,278,0,0,864,0,400,0,20,140.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,141000
278,14450,0,0,0,0,0,315.0,2121,0,2121,2121,278,278,0,279,142,124,2121,0,732,98,20,107.0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,415298
279,10005,0,866,392,0,0,299.0,768,0,2022,1160,279,279,0,280,0,288,1156,0,505,117,60,83.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192000
280,11287,0,807,421,0,0,340.0,386,0,1982,807,280,280,196,281,0,0,1175,0,575,84,60,82.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,228500
281,7200,0,0,905,0,0,68.0,357,0,1262,1262,281,281,0,282,0,0,1262,0,572,120,20,60.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,185000
282,5063,0,0,904,0,0,166.0,410,0,1314,1314,282,282,0,283,0,172,1314,0,626,62,120,34.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,207500
283,9612,0,0,0,0,0,72.0,1468,0,1468,1468,283,283,0,284,0,210,1468,0,898,150,20,74.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,244600
284,8012,0,0,430,0,0,0.0,1145,0,1575,1575,284,284,0,285,0,0,1575,52,529,0,120,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,179200
285,4251,0,625,0,0,0,0.0,625,0,1250,625,285,285,0,286,0,0,625,0,528,54,160,35.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,164700
286,9786,0,649,600,0,0,0.0,312,0,1734,912,286,286,0,287,128,0,1085,0,440,0,50,77.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159000
287,8125,0,0,614,0,0,0.0,244,0,858,858,287,287,0,288,0,0,858,0,0,0,20,60.405405405405396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88000
288,9819,0,0,450,0,0,31.0,432,0,900,882,288,288,0,289,0,0,900,0,280,0,20,62.54807692307693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122000
289,8730,0,698,0,0,0,0.0,698,0,1396,698,289,289,0,290,259,0,698,0,384,0,70,60.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153575
290,15611,0,840,0,0,0,0.0,1079,0,1919,1079,290,290,0,291,0,0,1079,0,685,51,60,120.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,233230
291,5687,0,780,210,0,0,0.0,570,0,1716,780,291,291,0,292,0,0,936,0,0,184,190,55.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,135900
292,11409,0,568,292,0,0,0.0,476,0,1716,768,292,292,0,293,160,0,1148,0,281,0,50,60.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131000
293,16659,0,795,795,0,0,34.0,0,0,2263,795,293,293,0,294,0,0,1468,0,539,250,60,70.6246105919003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,235000
294,9600,0,0,1285,0,0,238.0,131,0,1644,1416,294,294,0,295,0,110,1644,0,418,0,20,80.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167000
295,7937,0,0,819,0,0,0.0,184,0,1003,1003,295,295,0,296,0,120,1003,0,588,0,80,37.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142500
296,13710,0,648,420,0,0,0.0,490,0,1558,910,296,296,0,297,0,289,910,0,282,0,50,75.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152000
297,7399,0,975,649,0,0,1600.0,326,0,1950,975,297,297,0,298,198,0,975,0,576,10,60,66.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,239000
298,11700,0,702,384,0,175,365.0,143,0,1743,702,298,298,0,299,0,224,1041,0,539,0,60,90.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,175000
299,14000,0,0,0,0,0,0.0,1092,0,1152,1092,299,299,0,300,0,0,1152,0,300,36,20,80.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158500
300,15750,0,0,841,0,0,56.0,324,0,1336,1165,300,300,0,301,0,0,1336,0,375,0,190,90.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,157000
301,16226,0,1242,281,0,0,0.0,747,0,2452,1028,301,301,0,302,0,208,1210,0,683,50,60,66.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,267000
302,13704,0,0,0,0,0,150.0,1541,0,1541,1541,302,302,0,303,0,468,1541,0,843,81,20,118.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,205000
303,9800,0,0,894,0,0,0.0,0,0,894,894,303,303,0,304,0,256,894,0,552,0,20,70.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149900
304,18386,0,1818,0,0,0,0.0,1470,0,3493,1470,304,304,0,305,0,302,1675,0,870,0,75,87.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,295000
305,10386,0,0,1464,0,0,246.0,536,0,2000,2000,305,305,0,306,0,168,2000,0,888,0,20,80.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,305900
306,13474,0,1121,700,0,0,246.0,0,0,2243,700,306,306,0,307,0,127,1122,224,746,44,60,116.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,225000
307,7920,0,371,0,0,0,0.0,319,0,1406,319,307,307,0,308,0,0,1035,0,0,144,50,60.405405405405396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,89500
308,12342,0,0,262,0,0,0.0,599,0,861,861,308,308,0,309,0,158,861,0,539,0,30,70.6246105919003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82500
309,12378,0,0,1274,0,0,0.0,622,0,1944,1896,309,309,0,310,0,208,1944,0,708,175,20,90.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,360000
310,7685,0,804,518,0,0,112.0,179,0,1501,697,310,310,0,311,0,190,697,0,420,63,60,70.6246105919003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,165600
311,8000,0,0,680,0,0,0.0,292,0,972,972,311,311,0,312,0,0,972,0,240,0,20,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132000
312,7800,0,325,507,0,0,0.0,286,0,1118,793,312,312,0,313,271,0,793,0,410,0,190,65.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,119900
313,215245,0,0,1236,0,820,0.0,80,0,2036,2136,313,313,0,314,0,0,2036,0,513,0,20,150.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,375000
314,9600,0,809,16,0,0,0.0,712,0,1641,728,314,314,0,315,0,0,832,234,546,0,70,60.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178000
315,7795,0,716,425,0,0,0.0,291,0,1432,716,315,315,0,316,0,100,716,0,432,51,60,71.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,188500
316,13005,0,1200,692,0,0,278.0,153,0,2353,845,316,316,0,317,0,288,1153,0,484,195,60,94.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,260000
317,9000,0,871,0,0,0,0.0,1088,0,1959,1088,317,317,0,318,0,208,1088,0,1025,46,60,75.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,270000
318,9900,0,1274,987,0,0,256.0,360,0,2646,1347,318,318,0,319,0,340,1372,144,656,60,60,90.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,260000
319,14115,0,0,1036,0,0,225.0,336,0,1472,1372,319,319,0,320,0,233,1472,0,588,48,80,70.6246105919003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187500
320,16259,0,1347,0,0,0,370.0,1249,0,2596,1249,320,320,0,321,0,240,1249,0,840,154,60,111.0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,342643
